product_id,product_name,product_type,category,price,cost,available_stock
29,Soothing Lip Balm 150ml,Lip Balm,Makeup,10.31,5.06,108
30,Velvet Hair Oil 200ml,Hair Oil,Hair Treatment,52.51,25.81,115
31,Radiant Toner 30ml,Toner,Face Care,60.5,34.61,117
32,Pure BB Cream 50ml,BB Cream,Face Care,14.7,9.15,106
33,Gentle Body Lotion 100ml,Body Lotion,Body Care,42.41,25.46,108
34,Balance BB Cream 150ml,BB Cream,Face Care,10.07,4.67,125
35,Velvet Dry Shampoo 250ml,Dry Shampoo,Shampoo,99.24,45.72,101
36,Repair Body Wash 50ml,Body Wash,Body Care,5.76,3.1,105
37,Silk Cuticle Oil 250ml,Cuticle Oil,Nail Care,7.91,4.85,116
38,Glow Scalp Serum 50ml,Scalp Serum,Hair Treatment,47.0,30.05,125
39,Pure Conditioner 100ml,Conditioner,Conditioner,13.05,6.22,127
40,Nourish Nail Polish 150ml,Nail Polish,Nail Care,49.29,31.97,133
41,Nourish Lip Balm 150ml,Lip Balm,Makeup,11.33,7.35,145
42,Fresh Conditioner 50ml,Conditioner,Conditioner,27.87,19.28,120
43,Radiant Scalp Serum 30ml,Scalp Serum,Hair Treatment,9.45,5.03,111
44,Radiant Body Lotion 150ml,Body Lotion,Body Care,15.48,7.97,132
45,Pure Top Coat 30ml,Top Coat,Nail Care,5.9,3.72,129
46,Calming Lipstick 30ml,Lipstick,Makeup,15.83,7.81,110
47,Botanical Hair Mask 150ml,Hair Mask,Hair Mask,8.15,4.67,122
48,Radiant Nail Strengthener 100ml,Nail Strengthener,Nail Care,86.32,44.19,113
49,Luxe Nail Polish 30ml,Nail Polish,Nail Care,12.72,7.95,115
50,Clarifying Body Scrub 30ml,Body Scrub,Body Care,6.31,3.41,108
51,Silk Body Wash 200ml,Body Wash,Body Care,28.6,15.07,105
52,Glow Lip Balm 250ml,Lip Balm,Makeup,6.26,3.08,141
53,Velvet Hair Oil 50ml,Hair Oil,Hair Treatment,33.17,16.44,125
54,Silk Cuticle Oil 75ml,Cuticle Oil,Nail Care,10.52,6.68,118
55,Gentle Lipstick 150ml,Lipstick,Makeup,15.96,10.23,131
56,Hydra Toner 150ml,Toner,Face Care,14.13,9.31,115
57,Balance Mascara 250ml,Mascara,Makeup,13.42,8.44,119
58,Velvet Toner 250ml,Toner,Face Care,17.28,10.65,126
59,Gentle Leave-in Treatment 75ml,Leave-in Treatment,Hair Treatment,9.67,6.04,122
60,Glow Hair Mask 30ml,Hair Mask,Hair Mask,6.86,2.82,116
61,Soothing Toner 30ml,Toner,Face Care,16.96,10.47,113
62,Bright Hair Mask 100ml,Hair Mask,Hair Mask,11.96,5.95,123
63,Velvet Nail Polish 250ml,Nail Polish,Nail Care,5.91,2.62,113
64,Bright Nail Brush 100ml,Nail Brush,Nail Tools,26.88,16.1,118
65,Radiant Hand Cream 150ml,Hand Cream,Hand Care,16.23,9.64,135
66,Silk Nail Polish 75ml,Nail Polish,Nail Care,6.89,3.11,119
67,Velvet Mascara 30ml,Mascara,Makeup,13.6,7.16,106
68,Calming Hair Mask 150ml,Hair Mask,Hair Mask,14.65,10.0,102
69,Bright Nail Clippers 30ml,Nail Clippers,Nail Tools,7.21,4.38,138
70,Bright Body Lotion 250ml,Body Lotion,Body Care,206.42,91.11,97
71,Clarifying Nail Polish 200ml,Nail Polish,Nail Care,16.34,8.03,122
72,Calming Cuticle Oil 150ml,Cuticle Oil,Nail Care,13.79,5.84,146
73,Repair Foundation 30ml,Foundation,Makeup,115.53,64.68,121
74,Gentle Scalp Serum 50ml,Scalp Serum,Hair Treatment,23.7,11.65,112
75,Fresh Top Coat 100ml,Top Coat,Nail Care,43.25,18.39,146
76,Revive Foundation 75ml,Foundation,Makeup,17.73,10.06,103
77,Silk Face Serum 30ml,Face Serum,Face Care,17.31,11.45,131
78,Gentle Body Lotion 200ml,Body Lotion,Body Care,8.3,5.25,107
79,Botanical Top Coat 100ml,Top Coat,Nail Care,28.08,15.85,121
80,Soothing BB Cream 50ml,BB Cream,Face Care,72.16,43.72,121
81,Soothing Nail File 50ml,Nail File,Nail Tools,58.07,30.87,112
82,Nourish BB Cream 250ml,BB Cream,Face Care,6.24,2.76,110
83,Clarifying Cuticle Oil 30ml,Cuticle Oil,Nail Care,72.8,46.62,122
84,Soothing Toner 30ml,Toner,Face Care,8.48,5.46,133
85,Nourish Dry Shampoo 150ml,Dry Shampoo,Shampoo,7.75,3.39,142
86,Repair Scalp Serum 150ml,Scalp Serum,Hair Treatment,8.1,5.09,98
87,Silk Hair Serum 50ml,Hair Serum,Hair Treatment,12.03,7.44,112
88,Calming Nail File 30ml,Nail File,Nail Tools,3.5,1.77,129
89,Fresh Nail Clippers 150ml,Nail Clippers,Nail Tools,17.15,10.82,124
90,Soothing Shampoo 150ml,Shampoo,Shampoo,13.36,6.03,145
91,Clarifying Scalp Serum 30ml,Scalp Serum,Hair Treatment,17.0,11.71,110
92,Nourish Top Coat 150ml,Top Coat,Nail Care,11.06,7.39,102
93,Pure Foundation 200ml,Foundation,Makeup,4.6,2.22,140
94,Repair Base Coat 250ml,Base Coat,Nail Care,13.35,8.03,110
95,Gentle Body Wash 250ml,Body Wash,Body Care,43.66,24.12,127
96,Hydra Cuticle Oil 100ml,Cuticle Oil,Nail Care,7.33,4.49,116
97,Hydra Top Coat 200ml,Top Coat,Nail Care,8.15,4.11,106
98,Luxe Lip Balm 150ml,Lip Balm,Makeup,23.66,10.76,106
99,Silk Hair Mask 30ml,Hair Mask,Hair Mask,6.11,4.21,125
100,Glow Face Cream 150ml,Face Cream,Face Care,19.7,9.4,112
101,Nourish Body Lotion 100ml,Body Lotion,Body Care,23.46,13.33,117
102,Gentle Scalp Serum 30ml,Scalp Serum,Hair Treatment,10.48,4.8,139
103,Velvet Nail Clippers 30ml,Nail Clippers,Nail Tools,9.03,4.74,138
104,Soothing Blush 250ml,Blush,Makeup,5.33,2.22,117
105,Fresh Hair Serum 250ml,Hair Serum,Hair Treatment,8.73,3.78,127
106,Balance Body Scrub 100ml,Body Scrub,Body Care,25.9,11.86,126
107,Botanical Nail File 75ml,Nail File,Nail Tools,32.16,17.8,106
108,Pure Cuticle Oil 50ml,Cuticle Oil,Nail Care,17.3,10.07,89
109,Clarifying Face Cream 100ml,Face Cream,Face Care,10.06,5.42,110
110,Silk Body Scrub 75ml,Body Scrub,Body Care,17.44,9.16,120
111,Velvet Face Cleanser 250ml,Face Cleanser,Face Care,8.54,5.04,139
112,Glow Hair Oil 75ml,Hair Oil,Hair Treatment,18.98,12.34,97
113,Radiant Face Cleanser 30ml,Face Cleanser,Face Care,29.89,13.67,116
114,Glow Hair Mask 50ml,Hair Mask,Hair Mask,11.33,7.91,122
115,Gentle Face Cream 100ml,Face Cream,Face Care,8.65,3.65,104
116,Pure BB Cream 75ml,BB Cream,Face Care,11.13,6.27,122
117,Calming Body Scrub 100ml,Body Scrub,Body Care,39.25,15.99,143
118,Clarifying Lipstick 75ml,Lipstick,Makeup,153.4,70.05,112
119,Repair Hair Mask 200ml,Hair Mask,Hair Mask,27.63,11.78,118
120,Radiant BB Cream 50ml,BB Cream,Face Care,15.51,9.38,117
121,Nourish Lip Balm 75ml,Lip Balm,Makeup,7.55,3.75,113
122,Repair Conditioner 200ml,Conditioner,Conditioner,7.18,4.94,110
123,Pure Hair Serum 50ml,Hair Serum,Hair Treatment,23.15,15.99,122
124,Glow Body Scrub 150ml,Body Scrub,Body Care,8.81,3.73,127
125,Fresh Body Scrub 50ml,Body Scrub,Body Care,37.26,20.92,104
126,Fresh Hair Mask 75ml,Hair Mask,Hair Mask,10.15,5.27,125
127,Fresh Nail Polish 200ml,Nail Polish,Nail Care,51.34,26.49,115
128,Luxe Base Coat 250ml,Base Coat,Nail Care,11.85,7.28,127
129,Nourish Body Lotion 250ml,Body Lotion,Body Care,40.72,27.26,113
130,Velvet Base Coat 200ml,Base Coat,Nail Care,28.17,19.21,124
131,Bright Cuticle Oil 200ml,Cuticle Oil,Nail Care,32.38,22.39,141
132,Repair Body Scrub 250ml,Body Scrub,Body Care,15.57,6.46,103
133,Fresh Nail Strengthener 200ml,Nail Strengthener,Nail Care,9.67,5.39,126
134,Revive Hair Mask 150ml,Hair Mask,Hair Mask,36.88,23.93,96
135,Hydra Blush 50ml,Blush,Makeup,69.03,39.63,128
136,Clarifying BB Cream 150ml,BB Cream,Face Care,7.38,4.21,126
137,Botanical Lipstick 100ml,Lipstick,Makeup,24.06,15.36,103
138,Radiant Face Cleanser 200ml,Face Cleanser,Face Care,23.98,10.46,124
139,Pure Base Coat 200ml,Base Coat,Nail Care,18.78,11.08,102
140,Nourish Nail File 150ml,Nail File,Nail Tools,51.67,23.29,109
141,Silk Hand Cream 150ml,Hand Cream,Hand Care,8.84,3.9,111
142,Bright Face Serum 50ml,Face Serum,Face Care,39.59,22.32,108
143,Clarifying Body Lotion 75ml,Body Lotion,Body Care,13.17,5.36,134
144,Gentle Face Cleanser 250ml,Face Cleanser,Face Care,2.54,1.23,106
145,Hydra Body Scrub 30ml,Body Scrub,Body Care,5.12,2.7,119
146,Hydra Nail Strengthener 50ml,Nail Strengthener,Nail Care,16.92,9.97,115
147,Glow Foundation 100ml,Foundation,Makeup,43.64,29.96,106
148,Balance Hair Mask 150ml,Hair Mask,Hair Mask,39.06,26.23,99
149,Revive Conditioner 250ml,Conditioner,Conditioner,17.89,12.03,117
150,Hydra Body Wash 100ml,Body Wash,Body Care,6.58,3.69,120
151,Glow Hair Serum 30ml,Hair Serum,Hair Treatment,6.26,2.87,131
152,Gentle Body Lotion 50ml,Body Lotion,Body Care,23.02,10.74,136
153,Soothing BB Cream 30ml,BB Cream,Face Care,15.9,11.01,121
154,Pure Face Cream 250ml,Face Cream,Face Care,35.76,14.72,137
155,Balance Conditioner 200ml,Conditioner,Conditioner,12.61,5.14,110
156,Calming Face Cream 75ml,Face Cream,Face Care,8.87,5.82,128
157,Glow BB Cream 75ml,BB Cream,Face Care,13.16,8.05,106
158,Silk Nail File 200ml,Nail File,Nail Tools,16.27,6.94,109
159,Calming Base Coat 30ml,Base Coat,Nail Care,3.23,1.61,120
160,Fresh Body Wash 150ml,Body Wash,Body Care,24.01,14.12,136
161,Revive Conditioner 100ml,Conditioner,Conditioner,18.43,11.84,123
162,Glow Nail Clippers 150ml,Nail Clippers,Nail Tools,35.08,23.96,134
163,Glow Hand Cream 250ml,Hand Cream,Hand Care,30.69,13.78,120
164,Fresh Face Cream 30ml,Face Cream,Face Care,39.12,24.87,126
165,Fresh Toner 30ml,Toner,Face Care,63.09,27.35,105
166,Calming Nail File 150ml,Nail File,Nail Tools,18.39,8.18,118
167,Calming Nail Strengthener 75ml,Nail Strengthener,Nail Care,2.81,1.34,102
168,Radiant Hand Cream 75ml,Hand Cream,Hand Care,32.75,14.64,118
169,Pure Nail Clippers 75ml,Nail Clippers,Nail Tools,42.92,23.34,125
170,Repair Hair Mask 200ml,Hair Mask,Hair Mask,13.71,9.13,121
171,Gentle Nail Strengthener 30ml,Nail Strengthener,Nail Care,3.28,1.51,112
172,Fresh Face Cleanser 250ml,Face Cleanser,Face Care,37.78,25.3,92
173,Botanical Face Cream 150ml,Face Cream,Face Care,16.19,6.49,108
174,Glow Top Coat 50ml,Top Coat,Nail Care,5.65,3.21,144
175,Glow Face Cleanser 200ml,Face Cleanser,Face Care,13.28,5.77,131
176,Gentle Toner 75ml,Toner,Face Care,16.38,9.94,112
177,Bright Hair Mask 30ml,Hair Mask,Hair Mask,13.27,8.51,126
178,Calming Lip Balm 100ml,Lip Balm,Makeup,10.97,6.66,127
179,Velvet Nail File 100ml,Nail File,Nail Tools,35.22,24.07,115
180,Velvet Body Wash 250ml,Body Wash,Body Care,48.47,25.76,115
181,Glow Conditioner 250ml,Conditioner,Conditioner,77.13,52.43,97
182,Calming Nail File 200ml,Nail File,Nail Tools,7.37,3.77,122
183,Clarifying Body Wash 100ml,Body Wash,Body Care,46.55,26.81,105
184,Revive Shampoo 100ml,Shampoo,Shampoo,19.16,10.71,129
185,Botanical Hand Cream 150ml,Hand Cream,Hand Care,22.21,14.11,109
186,Nourish Shampoo 30ml,Shampoo,Shampoo,43.45,27.43,123
187,Bright Face Cream 30ml,Face Cream,Face Care,15.8,8.68,134
188,Balance Body Lotion 75ml,Body Lotion,Body Care,14.21,9.09,145
189,Velvet Face Cream 30ml,Face Cream,Face Care,9.44,4.3,113
190,Botanical Hair Oil 50ml,Hair Oil,Hair Treatment,6.47,2.97,125
191,Soothing Toner 75ml,Toner,Face Care,9.92,5.27,111
192,Pure Nail Strengthener 75ml,Nail Strengthener,Nail Care,18.86,8.22,121
193,Botanical Body Scrub 100ml,Body Scrub,Body Care,15.8,7.67,114
194,Balance Leave-in Treatment 50ml,Leave-in Treatment,Hair Treatment,12.13,6.71,128
195,Fresh Body Scrub 50ml,Body Scrub,Body Care,12.43,6.27,113
196,Fresh Hair Oil 250ml,Hair Oil,Hair Treatment,38.13,17.56,131
197,Silk Conditioner 150ml,Conditioner,Conditioner,18.93,8.36,106
198,Velvet Body Scrub 150ml,Body Scrub,Body Care,7.43,3.67,111
199,Balance BB Cream 30ml,BB Cream,Face Care,17.22,10.17,100
200,Pure Shampoo 150ml,Shampoo,Shampoo,26.92,10.82,121
201,Gentle Blush 50ml,Blush,Makeup,35.34,15.9,100
202,Hydra Blush 75ml,Blush,Makeup,25.82,16.36,132
203,Glow Hair Oil 30ml,Hair Oil,Hair Treatment,32.42,13.66,121
204,Bright Lip Balm 75ml,Lip Balm,Makeup,24.65,14.02,122
205,Nourish Shampoo 100ml,Shampoo,Shampoo,3.3,1.52,124
206,Soothing Top Coat 75ml,Top Coat,Nail Care,14.47,6.17,105
207,Fresh Body Wash 200ml,Body Wash,Body Care,15.3,8.56,99
208,Balance Face Cream 30ml,Face Cream,Face Care,84.06,49.94,125
209,Hydra Dry Shampoo 200ml,Dry Shampoo,Shampoo,30.19,18.71,118
210,Repair Dry Shampoo 100ml,Dry Shampoo,Shampoo,13.03,5.7,109
211,Balance Lipstick 30ml,Lipstick,Makeup,8.86,4.63,89
212,Pure Lipstick 50ml,Lipstick,Makeup,12.49,8.01,125
213,Silk Toner 50ml,Toner,Face Care,8.61,4.24,114
214,Luxe Lip Balm 200ml,Lip Balm,Makeup,94.05,54.26,119
215,Nourish Body Scrub 75ml,Body Scrub,Body Care,16.25,7.5,105
216,Glow Dry Shampoo 250ml,Dry Shampoo,Shampoo,31.81,19.13,115
217,Luxe Conditioner 100ml,Conditioner,Conditioner,24.84,15.84,114
218,Repair Hand Cream 100ml,Hand Cream,Hand Care,27.82,16.31,109
219,Fresh Toner 50ml,Toner,Face Care,8.13,5.11,118
220,Botanical Nail File 100ml,Nail File,Nail Tools,47.93,19.8,117
221,Calming Nail Brush 250ml,Nail Brush,Nail Tools,15.32,10.21,115
222,Balance Face Serum 30ml,Face Serum,Face Care,54.62,23.84,115
223,Bright Foundation 50ml,Foundation,Makeup,23.12,15.0,125
224,Glow Hair Serum 75ml,Hair Serum,Hair Treatment,66.9,40.9,99
225,Pure Body Wash 75ml,Body Wash,Body Care,26.58,16.8,132
226,Repair Toner 150ml,Toner,Face Care,14.18,6.99,121
227,Pure Face Cleanser 30ml,Face Cleanser,Face Care,50.63,20.88,101
228,Radiant Cuticle Oil 30ml,Cuticle Oil,Nail Care,18.37,11.92,114
229,Balance Body Wash 250ml,Body Wash,Body Care,25.29,14.44,127
230,Calming Blush 75ml,Blush,Makeup,17.66,12.07,120
231,Velvet Dry Shampoo 150ml,Dry Shampoo,Shampoo,10.67,4.44,115
232,Nourish Lip Balm 30ml,Lip Balm,Makeup,14.48,7.39,138
233,Glow Foundation 150ml,Foundation,Makeup,29.06,18.64,112
234,Bright Hand Cream 75ml,Hand Cream,Hand Care,35.79,21.78,117
235,Hydra Scalp Serum 50ml,Scalp Serum,Hair Treatment,3.27,1.82,105
236,Nourish Nail File 50ml,Nail File,Nail Tools,21.25,9.66,113
237,Pure Hair Serum 150ml,Hair Serum,Hair Treatment,15.45,8.22,98
238,Hydra Hair Oil 200ml,Hair Oil,Hair Treatment,5.5,3.06,120
239,Nourish Base Coat 75ml,Base Coat,Nail Care,32.66,22.24,122
240,Fresh BB Cream 30ml,BB Cream,Face Care,69.78,43.1,138
241,Bright Body Lotion 250ml,Body Lotion,Body Care,53.8,22.24,118
242,Revive Mascara 100ml,Mascara,Makeup,2.54,1.56,129
243,Bright Base Coat 30ml,Base Coat,Nail Care,21.32,14.9,133
244,Repair Hair Serum 30ml,Hair Serum,Hair Treatment,9.78,6.83,123
245,Revive Hair Serum 30ml,Hair Serum,Hair Treatment,11.49,6.58,137
246,Balance Face Cream 75ml,Face Cream,Face Care,13.44,6.17,108
247,Pure Nail Polish 100ml,Nail Polish,Nail Care,2.78,1.82,108
248,Revive Base Coat 75ml,Base Coat,Nail Care,3.17,1.39,117
249,Silk Body Wash 30ml,Body Wash,Body Care,17.6,9.24,128
250,Pure Hair Mask 200ml,Hair Mask,Hair Mask,20.05,10.32,128
251,Fresh Face Cream 150ml,Face Cream,Face Care,14.07,9.49,122
252,Balance Shampoo 100ml,Shampoo,Shampoo,6.06,3.45,142
253,Balance Body Scrub 75ml,Body Scrub,Body Care,11.9,7.59,116
254,Hydra Lip Balm 75ml,Lip Balm,Makeup,52.27,33.24,110
255,Botanical Face Cleanser 50ml,Face Cleanser,Face Care,12.3,6.45,140
256,Silk Face Cleanser 30ml,Face Cleanser,Face Care,11.0,4.51,129
257,Silk Face Cream 75ml,Face Cream,Face Care,44.23,29.85,108
258,Silk Toner 50ml,Toner,Face Care,13.84,8.24,127
259,Luxe Toner 250ml,Toner,Face Care,28.34,18.07,101
260,Gentle Hand Cream 250ml,Hand Cream,Hand Care,23.78,13.54,109
261,Calming Body Wash 30ml,Body Wash,Body Care,8.05,5.49,130
262,Repair Lipstick 75ml,Lipstick,Makeup,7.44,4.86,121
263,Pure Top Coat 100ml,Top Coat,Nail Care,5.59,3.28,127
264,Calming Lip Balm 50ml,Lip Balm,Makeup,7.33,3.7,120
265,Calming Nail Polish 250ml,Nail Polish,Nail Care,31.87,21.79,113
266,Botanical Base Coat 30ml,Base Coat,Nail Care,8.52,5.39,107
267,Clarifying Hair Oil 75ml,Hair Oil,Hair Treatment,14.73,7.2,119
268,Repair Body Wash 150ml,Body Wash,Body Care,13.13,5.63,144
269,Hydra Conditioner 200ml,Conditioner,Conditioner,22.28,10.36,103
270,Clarifying Nail Polish 100ml,Nail Polish,Nail Care,5.52,3.47,121
271,Botanical Nail Clippers 200ml,Nail Clippers,Nail Tools,39.58,16.57,123
272,Botanical Mascara 100ml,Mascara,Makeup,51.88,33.47,107
273,Nourish Hair Serum 200ml,Hair Serum,Hair Treatment,16.12,10.4,97
274,Pure Body Wash 30ml,Body Wash,Body Care,2.74,1.57,104
275,Calming Foundation 200ml,Foundation,Makeup,8.27,4.55,106
276,Revive Lipstick 250ml,Lipstick,Makeup,21.17,13.65,142
277,Soothing Blush 30ml,Blush,Makeup,22.15,10.38,101
278,Fresh Mascara 75ml,Mascara,Makeup,13.38,8.38,114
279,Pure Scalp Serum 250ml,Scalp Serum,Hair Treatment,39.67,27.17,143
280,Bright Lip Balm 75ml,Lip Balm,Makeup,10.37,4.44,113
281,Repair Nail Clippers 250ml,Nail Clippers,Nail Tools,36.14,24.85,105
282,Radiant Nail Strengthener 30ml,Nail Strengthener,Nail Care,16.46,10.18,103
283,Velvet Conditioner 150ml,Conditioner,Conditioner,10.46,6.36,128
284,Nourish Body Lotion 100ml,Body Lotion,Body Care,29.53,12.21,128
285,Gentle Mascara 30ml,Mascara,Makeup,15.88,10.77,133
286,Velvet Face Serum 75ml,Face Serum,Face Care,33.45,17.49,107
287,Bright Lip Balm 200ml,Lip Balm,Makeup,168.19,92.18,138
288,Clarifying Mascara 250ml,Mascara,Makeup,7.79,3.68,116
289,Nourish Foundation 50ml,Foundation,Makeup,33.27,15.04,117
290,Bright Cuticle Oil 250ml,Cuticle Oil,Nail Care,27.4,12.04,118
291,Radiant Face Cleanser 150ml,Face Cleanser,Face Care,68.27,32.43,106
292,Revive Leave-in Treatment 30ml,Leave-in Treatment,Hair Treatment,34.17,22.53,132
293,Nourish Body Scrub 50ml,Body Scrub,Body Care,57.88,23.47,120
294,Gentle Toner 200ml,Toner,Face Care,7.49,4.14,111
295,Radiant Lip Balm 100ml,Lip Balm,Makeup,5.93,4.02,112
296,Velvet Hair Oil 30ml,Hair Oil,Hair Treatment,7.75,3.51,130
297,Calming Nail Strengthener 100ml,Nail Strengthener,Nail Care,14.51,7.4,102
298,Calming Body Lotion 150ml,Body Lotion,Body Care,49.7,32.3,88
299,Pure Blush 75ml,Blush,Makeup,59.42,38.48,114
300,Bright Toner 200ml,Toner,Face Care,12.28,7.28,131
301,Glow Body Scrub 150ml,Body Scrub,Body Care,15.03,8.05,133
302,Luxe Nail Clippers 150ml,Nail Clippers,Nail Tools,6.44,3.59,100
303,Glow Dry Shampoo 75ml,Dry Shampoo,Shampoo,17.43,9.19,102
304,Revive Hand Cream 150ml,Hand Cream,Hand Care,14.03,8.45,120
305,Radiant Foundation 50ml,Foundation,Makeup,14.07,6.33,123
306,Botanical Toner 100ml,Toner,Face Care,42.29,25.96,118
307,Pure Cuticle Oil 50ml,Cuticle Oil,Nail Care,22.73,13.17,125
308,Glow Dry Shampoo 250ml,Dry Shampoo,Shampoo,5.78,3.4,108
309,Balance Lip Balm 150ml,Lip Balm,Makeup,2.14,0.97,113
310,Clarifying Conditioner 75ml,Conditioner,Conditioner,25.57,15.93,111
311,Glow Mascara 200ml,Mascara,Makeup,19.8,11.62,138
312,Repair Hair Serum 150ml,Hair Serum,Hair Treatment,22.25,8.92,123
313,Botanical Cuticle Oil 30ml,Cuticle Oil,Nail Care,19.81,12.8,119
314,Hydra Cuticle Oil 250ml,Cuticle Oil,Nail Care,6.58,2.77,131
315,Radiant Top Coat 50ml,Top Coat,Nail Care,14.13,7.8,116
316,Radiant Face Serum 75ml,Face Serum,Face Care,12.88,7.55,112
317,Hydra Face Serum 75ml,Face Serum,Face Care,15.41,9.5,112
318,Fresh Foundation 150ml,Foundation,Makeup,33.2,15.3,136
319,Repair Body Wash 150ml,Body Wash,Body Care,10.36,6.78,126
320,Botanical Leave-in Treatment 30ml,Leave-in Treatment,Hair Treatment,6.52,3.95,135
321,Gentle Nail File 100ml,Nail File,Nail Tools,48.04,21.87,149
322,Velvet Nail File 200ml,Nail File,Nail Tools,9.17,3.75,92
323,Nourish Hair Mask 75ml,Hair Mask,Hair Mask,41.34,20.55,127
324,Bright Base Coat 50ml,Base Coat,Nail Care,91.94,38.61,137
325,Revive Face Serum 100ml,Face Serum,Face Care,54.91,37.41,129
326,Clarifying Nail File 250ml,Nail File,Nail Tools,27.98,14.5,119
327,Radiant Lipstick 150ml,Lipstick,Makeup,14.03,6.53,131
328,Clarifying Top Coat 75ml,Top Coat,Nail Care,34.14,13.88,136
329,Luxe Body Lotion 150ml,Body Lotion,Body Care,16.15,7.13,125
330,Pure Cuticle Oil 100ml,Cuticle Oil,Nail Care,51.03,22.86,116
331,Clarifying Conditioner 150ml,Conditioner,Conditioner,27.41,17.97,109
332,Calming Base Coat 30ml,Base Coat,Nail Care,22.26,10.17,126
333,Velvet Base Coat 75ml,Base Coat,Nail Care,17.11,9.85,112
334,Balance Hair Oil 150ml,Hair Oil,Hair Treatment,11.07,5.41,133
335,Hydra Nail Polish 50ml,Nail Polish,Nail Care,16.41,9.59,111
336,Silk Lip Balm 50ml,Lip Balm,Makeup,20.79,12.4,93
337,Clarifying Foundation 200ml,Foundation,Makeup,13.39,5.58,106
338,Velvet Body Wash 50ml,Body Wash,Body Care,20.87,10.49,122
339,Calming Mascara 50ml,Mascara,Makeup,36.18,25.23,141
340,Botanical Blush 50ml,Blush,Makeup,20.53,9.07,109
341,Nourish Top Coat 30ml,Top Coat,Nail Care,10.72,5.74,125
342,Pure Conditioner 250ml,Conditioner,Conditioner,1.81,0.99,122
343,Velvet Conditioner 100ml,Conditioner,Conditioner,43.42,24.03,108
344,Velvet Mascara 150ml,Mascara,Makeup,15.05,9.83,133
345,Pure Hair Serum 30ml,Hair Serum,Hair Treatment,19.31,12.78,133
346,Silk Hair Oil 75ml,Hair Oil,Hair Treatment,25.43,17.16,109
347,Radiant Mascara 100ml,Mascara,Makeup,25.44,13.95,131
348,Radiant Lipstick 250ml,Lipstick,Makeup,30.15,17.39,99
349,Calming Leave-in Treatment 50ml,Leave-in Treatment,Hair Treatment,36.86,25.0,109
350,Nourish Lipstick 150ml,Lipstick,Makeup,30.1,21.0,113
351,Nourish Toner 30ml,Toner,Face Care,1.36,0.83,122
352,Bright Leave-in Treatment 200ml,Leave-in Treatment,Hair Treatment,22.52,14.31,115
353,Hydra Hair Oil 75ml,Hair Oil,Hair Treatment,20.17,13.59,133
354,Clarifying Nail Brush 100ml,Nail Brush,Nail Tools,13.43,7.62,118
355,Revive Top Coat 75ml,Top Coat,Nail Care,24.13,10.74,123
356,Pure Nail Clippers 30ml,Nail Clippers,Nail Tools,16.71,7.68,106
357,Silk Toner 250ml,Toner,Face Care,10.44,5.12,108
358,Repair Nail Brush 200ml,Nail Brush,Nail Tools,44.23,29.34,129
359,Balance Nail Brush 100ml,Nail Brush,Nail Tools,21.72,10.6,120
360,Clarifying Lip Balm 50ml,Lip Balm,Makeup,18.88,13.09,130
361,Botanical Mascara 100ml,Mascara,Makeup,3.11,2.04,116
362,Repair Hand Cream 250ml,Hand Cream,Hand Care,90.28,61.94,114
